[1	1	,
2	1	,
4	1	,
12	1	,
13	1	,
15	1	,
16	1	,
17	1	,
20	1	,
21	1	,
24	1	,
38	1	,
40	1	,
44	1	,
46	1	,
49	1	,
54	1	,
56	1	,
65	1	,
68	1	,
232	1	,
236	1	,
282	1	,
283	1	,
284	1	,
285	1	,
286	1	,
287	1	,
290	1	,
291	1	,
294	1	,
296	1	,
297	1	,
298	1	,
299	1	,
300	1	,
303	1	,
304	1	,
307	1	,
309	1	,
310	1	,
311	1	,
312	1	,
313	1	,
314	1	,
315	1	,
316	1	,
317	1	,
318	1	,
320	1	,
322	1	,
323	1	,
324	1	,
325	1	,
326	1	,
327	1	,
328	1	,
329	1	,
330	1	,
331	1	,
334	1	,
335	1	,
336	1	,
337	1	,
339	1	,
340	1	,
343	1	,
344	1	,
345	1	,
346	1	,
347	1	,
348	1	,
349	1	,
350	1	,
351	1	,
352	1	,
354	1	,
355	1	,
356	1	,
357	1	,
358	1	,
359	1	,
360	1	,
361	1	,
462	1	,
499	1	,
500	1	,
502	1	,
506	1	,
507	1	,
509	1	,
510	1	,
511	1	,
512	1	,
518	1	,
519	1	,
520	1	,
546	1	,
567	1	]
