[2	1	,
3	1	,
5	1	,
6	1	,
7	1	,
8	1	,
9	1	,
10	1	,
11	1	,
12	1	,
14	1	,
15	1	,
17	1	,
18	1	,
19	1	,
22	1	,
23	1	,
24	1	,
25	1	,
27	1	,
28	1	,
29	1	,
32	1	,
33	1	,
34	1	,
36	1	,
38	1	,
40	1	,
41	1	,
43	1	,
48	1	,
51	1	,
54	1	,
60	1	,
62	1	,
65	1	,
66	1	,
68	1	,
71	1	,
75	1	,
77	1	,
78	1	,
79	1	,
80	1	,
81	1	,
82	1	,
83	1	,
84	1	,
85	1	,
87	1	,
88	1	,
90	1	,
91	1	,
94	1	,
98	1	,
99	1	,
102	1	,
103	1	,
104	1	,
107	1	,
113	1	,
115	1	,
116	1	,
126	1	,
173	1	,
179	1	,
183	1	,
187	1	,
196	1	,
197	1	,
198	1	,
199	1	,
221	1	,
243	1	,
244	1	,
260	1	,
261	1	,
264	1	,
271	1	,
287	1	,
295	1	,
296	1	,
304	1	,
310	1	,
314	1	,
315	1	,
316	1	,
322	1	,
328	1	,
342	1	,
344	1	,
355	1	,
361	1	,
460	1	,
470	1	,
474	1	,
491	1	]
