[3	1	,
6	1	,
7	1	,
8	1	,
11	1	,
14	1	,
18	1	,
19	1	,
22	1	,
23	1	,
25	1	,
26	1	,
27	1	,
29	1	,
30	1	,
32	1	,
33	1	,
34	1	,
35	1	,
41	1	,
42	1	,
43	1	,
48	1	,
51	1	,
52	1	,
53	1	,
55	1	,
57	1	,
59	1	,
61	1	,
62	1	,
63	1	,
66	1	,
67	1	,
69	1	,
70	1	,
72	1	,
73	1	,
74	1	,
75	1	,
76	1	,
77	1	,
78	1	,
79	1	,
80	1	,
81	1	,
82	1	,
83	1	,
84	1	,
85	1	,
86	1	,
87	1	,
88	1	,
89	1	,
90	1	,
91	1	,
92	1	,
93	1	,
94	1	,
95	1	,
96	1	,
97	1	,
98	1	,
99	1	,
102	1	,
103	1	,
104	1	,
106	1	,
107	1	,
112	1	,
113	1	,
115	1	,
116	1	,
119	1	,
120	1	,
121	1	,
122	1	,
123	1	,
124	1	,
125	1	,
126	1	,
127	1	,
128	1	,
130	1	,
131	1	,
135	1	,
136	1	,
137	1	,
138	1	,
139	1	,
140	1	,
141	1	,
142	1	,
143	1	,
144	1	,
146	1	,
148	1	,
152	1	,
153	1	,
154	1	,
156	1	,
157	1	,
160	1	,
161	1	,
163	1	,
164	1	,
165	1	,
166	1	,
167	1	,
170	1	,
171	1	,
173	1	,
174	1	,
175	1	,
176	1	,
177	1	,
178	1	,
179	1	,
180	1	,
181	1	,
182	1	,
183	1	,
184	1	,
185	1	,
186	1	,
187	1	,
188	1	,
189	1	,
190	1	,
191	1	,
192	1	,
193	1	,
194	1	,
195	1	,
196	1	,
197	1	,
198	1	,
199	1	,
200	1	,
201	1	,
202	1	,
203	1	,
204	1	,
205	1	,
206	1	,
207	1	,
208	1	,
209	1	,
210	1	,
211	1	,
213	1	,
214	1	,
218	1	,
220	1	,
222	1	,
223	1	,
224	1	,
225	1	,
226	1	,
231	1	,
238	1	,
242	1	,
243	1	,
244	1	,
245	1	,
248	1	,
249	1	,
250	1	,
251	1	,
253	1	,
254	1	,
255	1	,
257	1	,
258	1	,
259	1	,
260	1	,
261	1	,
262	1	,
263	1	,
264	1	,
265	1	,
266	1	,
267	1	,
268	1	,
269	1	,
270	1	,
271	1	,
272	1	,
273	1	,
274	1	,
275	1	,
276	1	,
277	1	,
364	1	,
366	1	,
367	1	,
370	1	,
371	1	,
372	1	,
373	1	,
376	1	,
377	1	,
378	1	,
379	1	,
380	1	,
382	1	,
383	1	,
384	1	,
385	1	,
386	1	,
387	1	,
388	1	,
389	1	,
391	1	,
392	1	,
393	1	,
394	1	,
395	1	,
396	1	,
397	1	,
398	1	,
399	1	,
400	1	,
401	1	,
402	1	,
403	1	,
404	1	,
407	1	,
408	1	,
411	1	,
413	1	,
414	1	,
415	1	,
416	1	,
418	1	,
419	1	,
420	1	,
424	1	,
425	1	,
426	1	,
427	1	,
428	1	,
429	1	,
430	1	,
431	1	,
432	1	,
433	1	,
434	1	,
435	1	,
436	1	,
437	1	,
438	1	,
439	1	,
441	1	,
442	1	,
444	1	,
445	1	,
447	1	,
448	1	,
450	1	,
451	1	,
453	1	,
455	1	,
556	1	,
566	1	,
573	1	,
580	1	,
583	1	,
584	1	,
585	1	,
586	1	,
587	1	,
588	1	,
589	1	,
590	1	,
591	1	,
592	1	,
593	1	,
594	1	,
595	1	,
596	1	,
597	1	,
598	1	,
599	1	,
600	1	,
601	1	,
602	1	,
604	1	,
605	1	,
606	1	,
607	1	,
608	1	,
609	1	,
611	1	,
612	1	,
613	1	,
615	1	,
616	1	,
617	1	,
618	1	,
620	1	,
621	1	,
628	1	,
629	1	,
637	1	,
644	1	,
647	1	,
648	1	,
650	1	,
651	1	,
652	1	,
655	1	,
656	1	,
657	1	,
658	1	,
659	1	,
665	1	,
666	1	,
669	1	,
670	1	,
671	1	,
672	1	,
673	1	,
674	1	,
677	1	,
678	1	,
680	1	,
681	1	,
682	1	,
685	1	,
687	1	,
688	1	,
690	1	,
691	1	,
692	1	,
695	1	,
696	1	,
698	1	,
699	1	,
700	1	,
701	1	,
702	1	,
703	1	,
704	1	,
705	1	,
706	1	,
707	1	,
708	1	]
